"","id","country","c3","c2","year","gini","gem1","ge0","ge1","ge2","a025","a050","a075","a1","a2","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","wiidcompanion"
"3492",20654,"West Bank and Gaza","PSE","PS",2010,38.63,29.73,24.92,27.36,41.88,6.45,12.2,17.37,22.06,37.29,1.74,7.01,17.44,6.54,10.89,15.2,21.52,45.85,2.61,3.93,4.93,5.96,7.04,8.16,9.74,11.78,15.49,30.35,1.05,19.51,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,5411,4055632,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3493",20659,"West Bank and Gaza","PSE","PS",2011,44.83,57.07,36.13,36.81,61.92,8.7,16.54,23.71,30.32,53.3,2.41,11.22,13.61,4.43,9.18,14.36,22.31,49.71,1.57,2.86,3.99,5.19,6.4,7.96,9.75,12.56,16.96,32.75,0.58,21.41,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,5783,4149654,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3494",20672,"West Bank and Gaza","PSE","PS",2012,43.31,49.78,33.42,32.75,46.76,7.88,15.21,22.04,28.41,49.89,2.22,10.48,14,4.59,9.41,14.85,23.03,48.12,1.67,2.92,4.08,5.33,6.74,8.11,10.07,12.96,16.98,31.14,0.64,19.87,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,5986,4241572,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on ERF/LIS Database through LISSY","ERF Harmonised Household Income and Expenditure Surveys (HHIES), Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3495",20684,"West Bank and Gaza","PSE","PS",2017,44.9,71.52,38.03,35.89,54.14,8.64,16.72,24.36,31.64,58.86,2.46,12.18,12.94,4.02,8.92,14.78,23.3,48.97,1.35,2.67,3.75,5.17,6.56,8.22,10.24,13.06,17.09,31.88,0.45,20.48,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,"US$2017PPP","Year",NA,NA,NA,6402,4747233,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Palestine Expenditure and Consumption Survey (PECS)",NA,"Yes"
"3496",20697,"Yemen","YEM","YE",1992,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,7.49,16.94,6.15,10.79,15.38,21.62,46.06,2.44,3.71,4.84,5.95,7.07,8.31,9.81,11.81,15.2,30.86,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Low income",NA,NA,NA,NA,0.0832639455275718,NA,NA,4112,12954157,NA,"Low",13,"World Bank","World Bank 2002","Poverty Monitoring Database","Household Budget Survey",NA,"Yes"
"3497",20698,"Yemen","YEM","YE",1998,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,5.95,18.89,7.13,11.76,16.17,22.56,42.39,2.86,4.27,5.36,6.4,7.47,8.7,10.25,12.31,15.56,26.83,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Low income",2098,1684,"US$2011PPP","Year",NA,NA,NA,4423,16450307,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"3498",20699,"Yemen","YEM","YE",2006,34.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,5.48,19.87,7.88,11.99,15.87,21.11,43.16,3.3,4.58,5.53,6.45,7.43,8.44,9.71,11.4,14.52,28.64,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Low income",1744,1382,"US$2011PPP","Year",NA,NA,NA,4918,20687648,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"3499",20700,"Yemen","YEM","YE",2014,36.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,6.13,18.76,7.29,11.47,15.3,21.23,44.71,3,4.29,5.27,6.2,7.11,8.19,9.61,11.62,15.27,29.44,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Middle East and North Africa","Non-EU","Non-OECD","Low income",1503,1151,"US$2011PPP","Year",NA,NA,NA,4433,25823488,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"3500",20701,"Yugoslavia","YUG","YU",1963,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,20.41,8.21,12.2,16.36,17.47,45.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Monetary income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,4900,18924000,NA,"Low",11,"United Nations","UNECE 1967",NA,"Survey on Receipts, Expenditures and Consumption of Households",NA,"No"
"3501",20704,"Yugoslavia","YUG","YU",1964,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net",NA,NA,NA,"Person","All","All","Economically active","Income recipients","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,5403,19125500,NA,"Low",7,"Research study","Flakierski 1989",NA,NA,NA,"No"
"3502",20705,"Yugoslavia","YUG","YU",1965,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,5447,19328000,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3503",20707,"Yugoslavia","YUG","YU",1966,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,5808,19539000,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3504",20709,"Yugoslavia","YUG","YU",1967,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,5881,19742000,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3505",20716,"Yugoslavia","YUG","YU",1968,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,6040,19934500,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3506",20718,"Yugoslavia","YUG","YU",1969,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,6563,20119000,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3507",20719,"Yugoslavia","YUG","YU",1970,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,6876,20290000,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3508",20721,"Yugoslavia","YUG","YU",1971,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,7360,20472500,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3509",20723,"Yugoslavia","YUG","YU",1972,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,7598,20674500,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3510",20726,"Yugoslavia","YUG","YU",1973,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,6.15,18.4,6.5,11.9,17.6,24,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,"Income (gross)","Income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,7902,20869000,NA,"Average",11,"Research study","van Ginneken and Park 1984",NA,"Survey on Receipts, Expenditures and Consumption of Households",NA,"Yes"
"3511",20728,"Yugoslavia","YUG","YU",1974,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,8494,21063500,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3512",20730,"Yugoslavia","YUG","YU",1975,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,8722,21264500,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3513",20732,"Yugoslavia","YUG","YU",1976,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Workers","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,8975,21469000,NA,"Low",5,"Research study","Wiedemann 1984",NA,NA,NA,"No"
"3514",20733,"Yugoslavia","YUG","YU",1978,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10152,21877000,NA,"Average",10,"United Nations","United Nations 1985",NA,"Survey on Receipts, Expenditures and Consumption of Households",NA,"No"
"3515",20736,"Yugoslavia","YUG","YU",1979,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net",NA,NA,NA,"Person","All","All","Economically active","Income recipients","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10797,22070500,NA,"Low",7,"Research study","Flakierski 1989",NA,NA,NA,"No"
"3516",20737,"Yugoslavia","YUG","YU",1980,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net",NA,NA,NA,"Person","All","All","Economically active","Income recipients","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10976,22235500,NA,"Low",7,"Research study","Flakierski 1989",NA,NA,NA,"No"
"3517",20738,"Yugoslavia","YUG","YU",1981,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net",NA,NA,NA,"Person","All","All","Economically active","Income recipients","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,11052,22387500,NA,"Low",7,"Research study","Flakierski 1989",NA,NA,NA,"No"
"3518",20739,"Yugoslavia","YUG","YU",1982,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net",NA,NA,NA,"Person","All","All","Economically active","Income recipients","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,11023,22553000,NA,"Low",7,"Research study","Flakierski 1989",NA,NA,NA,"No"
"3519",20740,"Yugoslavia","YUG","YU",1983,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net",NA,NA,NA,"Person","All","All","Economically active","Income recipients","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10834,22717500,NA,"Low",7,"Research study","Flakierski 1989",NA,NA,NA,"No"
"3520",20742,"Yugoslavia","YUG","YU",1984,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,19.58,7.29,12.29,17.08,23.27,40.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross",NA,NA,NA,"Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10967,22888000,NA,"Low",9,"Research study","Milanovic and Ying 1996",NA,NA,NA,"Yes"
"3521",20743,"Yugoslavia","YUG","YU",1985,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41,19.71,7.33,12.38,17.23,23.43,39.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross",NA,NA,NA,"Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10946,23051000,NA,"Low",9,"Research study","Milanovic and Ying 1996",NA,NA,NA,"Yes"
"3522",20744,"Yugoslavia","YUG","YU",1986,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82,18.94,6.84,12.1,17.32,23.91,39.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross",NA,NA,NA,"Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,11263,23205000,NA,"Low",9,"Research study","Milanovic and Ying 1996",NA,NA,NA,"Yes"
"3523",20745,"Yugoslavia","YUG","YU",1987,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72,19.2,7.03,12.17,17.12,23.47,40.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross",NA,NA,NA,"Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,11066,23351000,NA,"Low",9,"Research study","Milanovic and Ying 1996",NA,NA,NA,"Yes"
"3524",20746,"Yugoslavia","YUG","YU",1988,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,15.93,5.27,10.66,16.2,23.66,44.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross",NA,NA,NA,"Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10809,23496000,NA,"Low",9,"World Bank","World Bank 2002","Poverty Monitoring Database",NA,NA,"No"
"3525",20748,"Yugoslavia","YUG","YU",1989,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Earnings","No adjustment","No adjustment","Person","Person","All","All","Economically active","Employed","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,10812,23639000,NA,"Low",5,"United Nations","UNICEF 1999","TransMonEE - CSO-EES",NA,NA,"No"
"3526",20752,"Yugoslavia","YUG","YU",1990,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,9842,23759000,NA,"Low",11,"United Nations","UNICEF 1999","Transformative Monitoring for Enhanced Equity (TransMonEE)","Household Budget Survey",NA,"No"
"3527",20756,"Yugoslavia","YUG","YU",1991,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,NA,NA,NA,8604,23879000,NA,"Low",11,"United Nations","UNICEF 1999","Transformative Monitoring for Enhanced Equity (TransMonEE)","Household Budget Survey",NA,"No"
"3528",20757,"Zambia","ZMB","ZM",1959,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,10.78,13,5.4,7.6,11.1,17.7,58.2,2.6,2.8,3.5,4.1,4.9,6.2,7.7,10,14.2,44,NA,33.7,"Income (net/gross)","Income, net/gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Africa","Eastern Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,NA,NA,NA,2485,2979844,NA,NA,10,"World Bank","Jain 1975","Baldwin 1966",NA,NA,"Yes"
"3529",20760,"Zambia","ZMB","ZM",1970,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Primary income","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Eastern Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,0.714285999714286,NA,NA,2915,4179062,NA,NA,7,"Research study","Lecaillon et al. 1984",NA,NA,NA,"No"
"3530",20761,"Zambia","ZMB","ZM",1972,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Africa","Eastern Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,0.000714317499,NA,NA,3001,4466170,NA,"Low",10,"Research study","Milanovic 1994","Fry 1979",NA,NA,"Yes"
"3531",20762,"Zambia","ZMB","ZM",1975,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net/gross)","Income, net/gross",NA,NA,NA,"Person","All","All","All","All","Africa","Eastern Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,0.0006432299995,NA,NA,2828,4943279,NA,"Low",6,"United Nations","ILO 1984","Based on National Accounts",NA,NA,"Yes"
"3532",20763,"Zambia","ZMB","ZM",1976,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,15.32,11.2,3.7,7.5,12.2,20,56.7,1,2.7,3,4.5,5.5,6.7,8.8,11.2,18.2,38.5,NA,NA,"Income (net)","Income, net","No adjustment","No adjustment","Household","Household","All","All","All","All","Africa","Eastern Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Lower middle income",NA,NA,NA,NA,0.000700983833166667,NA,NA,2909,5112823,NA,"Low",12,"Research study","van Ginneken and Park 1984",NA,"Household Survey",NA,"No"
"3533",20766,"Zambia","ZMB","ZM",1991,60.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,65.83,5.27,0.94,4.33,10.77,22.08,61.88,0.18,0.76,1.59,2.75,4.35,6.42,9.15,12.93,18.95,42.93,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Africa","Eastern Africa","Sub-Saharan Africa","Non-EU","Non-OECD","Lower middle income",1075,572,"US$2011PPP","Year",NA,NA,NA,2134,8246662,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
